UserMail,ExperimentNo,SampleNo,ModNo,O,C,E,A,N,TimeSeconds,CheckBoxes
user53,2,40,0,2,-1,3,-2,0,39,1111100
user53,2,42,0,0,-1,2,-2,1,38,1010000
user54,2,0,0,0,0,0,0,3,11,0
user54,2,3,0,0,0,0,-3,3,16,0
user54,2,6,0,0,0,0,3,0,17,0
user54,2,7,0,0,0,-3,0,0,9,0
user54,2,10,0,0,0,3,0,0,14,0
user54,2,20,0,0,0,0,0,3,31,0
user54,2,21,0,0,0,-3,0,0,21,0
user54,2,22,0,-3,0,0,0,0,15,0
user54,2,23,0,0,0,0,0,-3,18,0
user54,2,25,0,0,0,0,0,3,52,0
user54,2,26,0,0,0,0,3,0,51,0
user54,2,27,0,0,0,0,-3,0,17,0
user54,2,30,0,0,0,-3,0,0,33,0
user54,2,32,0,0,-3,0,0,0,17,0
user54,2,35,0,0,0,-3,0,0,18,0
user54,2,36,0,0,3,0,0,0,21,0
user54,2,37,0,0,0,0,0,-3,68,0
user54,2,38,0,3,0,0,0,0,24,0
user54,2,39,0,0,0,0,0,-3,23,0
user54,2,40,0,0,-3,0,0,0,23,0
user54,2,41,0,3,0,0,0,0,16,0
user54,2,43,0,3,3,0,0,0,74,0
user54,2,45,0,0,0,3,0,0,28,0
user54,2,46,0,0,-3,0,0,0,43,0
user54,2,47,0,3,0,0,0,0,49,0
user54,2,48,0,0,0,0,0,3,19,0
user56,2,0,0,-1,1,-1,-1,-1,37,0
user56,2,1,0,1,-1,-1,1,-1,31,0
user56,2,2,0,-1,1,1,-1,1,39,0
user56,2,3,0,1,1,1,3,-2,32,0
user56,2,4,0,0,1,2,2,1,33,0
user56,2,5,0,-1,2,0,-2,1,51,0
user56,2,6,0,0,0,0,2,1,28,0
user56,2,7,0,1,-1,1,1,0,28,0
user56,2,8,0,2,-1,2,1,1,33,0
user56,2,9,0,-2,1,1,-2,-2,72,0
user56,2,10,0,2,1,2,1,0,41,0
user56,2,11,0,-1,2,2,-3,-1,27,0
user56,2,12,0,-2,1,-1,-1,-1,49,0
user56,2,13,0,3,-1,2,-2,1,36,0
user56,2,14,0,0,1,3,-2,1,56,0
user56,2,15,0,-2,1,-2,0,-2,70,0
user56,2,16,0,-1,0,-1,2,-2,28,0
user56,2,17,0,0,1,-1,-2,-2,43,0
user56,2,18,0,-1,2,1,1,-2,51,0
user56,2,19,0,0,1,-2,1,-2,55,0
user56,2,20,0,0,-1,-3,1,3,26,0
user56,2,21,0,0,1,1,-2,1,56,0
user56,2,22,0,-1,2,2,-2,-1,26,0
user56,2,23,0,-1,2,2,-1,-1,27,0
user56,2,24,0,-1,0,1,-2,-2,47,0
user56,2,25,0,1,0,-2,1,-2,68,0
user56,2,26,0,1,1,-1,2,-2,29,0
user56,2,27,0,-1,0,3,-2,2,41,0
user56,2,28,0,0,0,1,1,-1,53,0
user56,2,29,0,1,-1,2,2,-1,46,0
user56,2,30,0,1,1,1,1,-1,38,0
user56,2,31,0,0,-1,1,-1,-1,47,0
user56,2,32,0,0,0,-1,1,-2,36,0
user56,2,33,0,-1,1,-1,-1,-2,26,0
user56,2,34,0,-2,0,-1,-3,2,31,0
user56,2,35,0,0,-1,2,-2,1,89,0
user56,2,36,0,0,0,-1,-1,1,49,0
user56,2,37,0,-1,0,-2,-1,1,54,0
user56,2,38,0,0,0,-2,0,-3,39,0
user56,2,39,0,2,-1,1,1,-1,72,0
user56,2,40,0,2,1,2,2,-2,25,0
user56,2,41,0,-1,0,-1,2,-1,32,0
user56,2,42,0,0,0,2,-3,2,49,0
user56,2,43,0,-1,2,2,-2,-2,26,0
user56,2,44,0,-2,1,-1,-1,-2,33,0
user56,2,45,0,0,1,3,2,-1,153,0
user56,2,46,0,0,1,-1,-1,-2,43,0
user56,2,47,0,0,0,2,-1,1,24,0
user56,2,48,0,-1,0,-2,1,1,86,0
user56,2,49,0,-1,0,-1,1,1,28,0
user57,2,1,0,-1,-1,1,0,-1,41,0
user57,2,2,0,-1,2,1,2,-2,32,0
user57,2,3,0,1,1,3,2,-1,19,0
user57,2,4,0,1,0,2,-1,1,34,0
user57,2,7,0,-1,1,2,2,-1,23,0
user57,2,8,0,1,1,1,0,-2,31,0
user57,2,10,0,1,1,2,1,-2,31,0
user57,2,11,0,-1,2,1,0,-3,17,0
user57,2,12,0,0,2,-1,0,-2,42,0
user57,2,13,0,2,-1,2,0,-1,37,0
user57,2,14,0,-1,1,2,-1,2,19,0
user57,2,16,0,1,1,1,-1,0,30,0
user57,2,19,0,0,1,-2,2,1,26,0
user57,2,20,0,0,0,1,1,1,54,0
user57,2,21,0,-1,2,2,-2,-3,30,0
user57,2,22,0,-1,2,2,1,-2,18,0
user57,2,25,0,-1,2,1,1,-2,38,0
user57,2,26,0,0,2,2,3,-1,21,0
user57,2,27,0,-1,0,2,-1,1,73,0
user57,2,28,0,1,1,2,3,-1,23,0
user57,2,29,0,-1,1,2,0,-2,26,0
user57,2,33,0,0,1,0,1,-2,47,0
user57,2,34,0,-1,2,-1,0,-2,33,0
user57,2,35,0,-1,1,2,0,-1,26,0
user57,2,36,0,0,1,1,-1,1,37,0
user57,2,39,0,-1,2,-1,-2,2,47,0
user57,2,41,0,-1,1,-1,1,1,24,0
user57,2,42,0,1,0,2,-2,2,23,0
user57,2,44,0,-1,1,-1,0,-1,22,0
user57,2,45,0,0,2,2,0,-1,35,0
user57,2,47,0,-1,2,2,-2,-1,23,0
user57,2,48,0,1,1,1,-1,2,26,0
user58,2,0,0,0,0,0,-1,-2,22,0
user58,2,1,0,0,0,0,0,0,7,0
user58,2,2,0,-2,-1,0,3,1,38,0
user58,2,3,0,0,0,0,0,0,4,0
user58,2,4,0,0,0,0,0,0,4,0
user58,2,5,0,0,0,0,0,0,15,0
user58,2,6,0,0,0,0,0,0,9,0
user58,2,7,0,0,0,0,0,0,11,0
user58,2,8,0,0,0,0,0,1,27,0
user58,2,9,0,0,0,0,0,0,9,0
user58,2,10,0,0,0,0,0,0,5,0
user58,2,11,0,0,0,0,0,0,8,0
user58,2,12,0,0,0,0,0,0,20,0
user58,2,13,0,0,0,0,0,0,4,0
user58,2,14,0,0,0,0,0,0,10,0
user58,2,15,0,0,0,0,0,0,5,0
user58,2,16,0,0,0,0,0,0,4,0
user58,2,17,0,0,0,0,0,0,36,0
user58,2,18,0,0,0,0,0,0,13,0
user58,2,19,0,0,0,0,0,0,10,0
user58,2,20,0,0,0,0,0,0,13,0
user58,2,21,0,0,0,0,0,0,8,0
user58,2,22,0,0,0,0,0,0,8,0
user58,2,23,0,0,0,0,0,0,11,0
user58,2,24,0,-3,1,0,0,-1,31,0
user58,2,25,0,0,0,0,0,0,28,0
user58,2,26,0,0,0,0,0,0,9,0
user58,2,27,0,0,0,0,0,0,5,0
user58,2,28,0,0,0,0,0,0,6,0
user58,2,29,0,0,0,0,0,0,6,0
user58,2,30,0,0,0,0,0,0,19,0
user58,2,31,0,0,0,0,0,0,12,0
user58,2,32,0,0,0,0,0,0,17,0
user58,2,33,0,0,0,0,0,0,8,0
user58,2,34,0,0,0,0,0,0,36,0
user58,2,35,0,0,0,0,0,0,4,0
user58,2,36,0,0,0,0,0,0,6,0
user58,2,37,0,0,0,0,0,0,4,0
user58,2,38,0,2,0,0,3,-3,21,0
user58,2,39,0,0,0,0,0,0,17,0
user58,2,40,0,-1,0,0,0,0,18,0
user58,2,41,0,0,0,0,0,0,4,0
user58,2,42,0,0,0,0,0,0,8,0
user58,2,43,0,0,0,0,0,0,4,0
user58,2,44,0,0,0,0,0,0,23,0
user58,2,45,0,0,0,0,0,0,7,0
user58,2,46,0,0,0,1,0,0,11,0
user58,2,47,0,0,0,0,0,0,4,0
user58,2,48,0,0,0,0,0,0,32,0
user58,2,49,0,0,0,0,0,0,6,0
user59,2,13,0,-1,1,-2,-1,1,178,1110100
user59,2,29,0,-1,2,1,-1,-2,94,1010100
user59,2,43,0,-2,1,-1,-1,2,446,1110100
user60,2,5,0,-1,1,1,-2,-1,26,10000
user60,2,8,0,3,1,1,2,2,52,1101000
user60,2,11,0,1,1,2,-2,-1,25,10000
user60,2,16,0,3,1,2,2,-1,45,1000100
user60,2,25,0,2,2,3,2,1,31,1010000
user60,2,29,0,1,1,-1,-2,2,54,1110000
user60,2,36,0,2,1,2,2,1,43,1100000
user60,2,37,0,-2,-1,-2,-1,1,33,1100000
user60,2,41,0,1,1,3,2,1,31,10000
user60,2,43,0,-2,2,-1,-2,-2,31,1010000
user60,2,44,0,-1,1,-1,1,3,32,110000
user60,2,48,0,-1,1,1,1,-2,86,1100000
user62,2,0,0,-2,1,-3,0,2,31,100000
user62,2,1,0,-1,0,-3,1,-1,32,1100000
user62,2,2,0,0,1,-1,2,-2,95,1100000
user62,2,3,0,1,2,2,-1,-2,32,1110000
user62,2,4,0,0,1,2,-1,1,36,1010100
user62,2,5,0,0,2,0,0,-3,43,110000
user62,2,6,0,0,1,2,2,1,517,10000
user62,2,7,0,-1,1,1,0,-1,72,1110000
user62,2,8,0,2,-1,2,-2,1,34,1011000
user62,2,9,0,-3,2,0,-1,0,110,1010000
user62,2,10,0,0,2,2,-1,-1,20,1000000
user62,2,11,0,-1,2,1,-2,-1,24,1010000
user62,2,12,0,-3,-1,-2,1,0,32,1010000
user62,2,13,0,-1,-3,1,-1,2,49,100100
user62,2,14,0,1,2,2,-1,-1,30,1010000
user62,2,15,0,1,-2,-2,1,-1,60,1000000
user62,2,16,0,-2,1,1,-2,-1,34,1000000
user62,2,17,0,1,2,2,1,-2,154,1000000
user62,2,18,0,1,-1,2,2,-1,41,1010100
user62,2,19,0,0,-2,-2,1,1,71,1010000
user62,2,20,0,1,-1,-2,1,-2,27,10000
user62,2,21,0,-1,1,1,-2,-1,25,1000000
user62,2,22,0,0,-1,1,-3,1,26,1110100
user62,2,23,0,-1,0,-1,-1,-1,36,1010000
user62,2,24,0,1,2,0,0,-3,38,1000000
user62,2,25,0,-1,-1,-2,2,1,30,1010000
user62,2,26,0,1,1,1,1,-1,51,1010000
user62,2,27,0,2,2,2,0,0,163,10000
user62,2,28,0,-2,0,-2,2,3,37,10000
user62,2,29,0,-2,1,3,2,-2,61,1001000
user62,2,30,0,-2,-1,-3,0,-1,5010,110000
user62,2,31,0,0,-1,1,-2,-1,98,1001000
user62,2,32,0,1,-1,-1,1,-1,26,1000000
user62,2,33,0,1,3,0,-2,-3,30,101100
user62,2,34,0,-1,2,-2,0,-2,25,110000
user62,2,35,0,-1,-2,-1,1,-1,30,1100100
user62,2,36,0,-1,-1,1,1,1,44,1000010
user62,2,37,0,-1,-1,-2,-1,0,36,10000
user62,2,38,0,-1,-1,-3,0,-2,29,1110000
user62,2,39,0,2,2,2,-1,-1,25,1000000
user62,2,40,0,2,2,2,3,-1,29,1010000
user62,2,41,0,1,2,-2,1,2,38,1010000
user62,2,42,0,2,-2,1,-2,3,61,1010100
user62,2,43,0,-2,-1,1,-3,1,25,10000
user62,2,44,0,0,2,-1,0,-1,23,100000
user62,2,45,0,0,2,2,-3,1,31,1000000
user62,2,46,0,0,1,1,-1,-1,200,10000
user62,2,47,0,1,0,1,2,-1,22,10000
user62,2,48,0,-2,1,-1,1,-2,255,1100000
user62,2,49,0,0,-1,-1,1,1,57,100000
